course_id	lesson_id	source_step_id	parent_source_step_id	action	kind	order	ru	thai	phonetic	tip	scenario	lifehack_or_glitch	qa_status
course_l_8	course_l_8_l1	NEW_course_l_8_l1_07	NEW_course_l_8_l1_07	add	phrase	16	Можно обменять?	เปลี่ยนได้ไหมครับ	pelindaimaikhrap	Главная фраза урока: попросить замену.			native_review_required
course_l_8	course_l_8_l1	NEW_course_l_8_l1_08	NEW_course_l_8_l1_08	add	phrase	17	Пакет, пожалуйста	ขอถุงหน่อยครับ	khothungnoikhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_01	NEW_course_l_9_l1_01	add	phrase	10	Помогите!	ช่วยด้วยครับ	chuaiduaikhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_02	NEW_course_l_9_l1_02	add	phrase	11	Позвоните в полицию	โทรหาตำรวจให้หน่อยครับ	thonhatamruathainoikhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_03	NEW_course_l_9_l1_03	add	phrase	12	Вызовите скорую	เรียกรถพยาบาลให้หน่อยครับ	riakrathaphayabanhainoikhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_04	NEW_course_l_9_l1_04	add	phrase	13	Я здесь	ฉันอยู่ที่นี่ครับ	chanyuthinikhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_05	NEW_course_l_9_l1_05	add	phrase	14	Вот адрес	นี่คือที่อยู่ครับ	nikhuethiyukhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_06	NEW_course_l_9_l1_06	add	phrase	15	Опасно	อันตรายครับ	antraikhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_07	NEW_course_l_9_l1_07	add	phrase	16	Не трогайте	อย่าแตะครับ	yataekhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_l_9	course_l_9_l1	NEW_course_l_9_l1_08	NEW_course_l_9_l1_08	add	phrase	17	Я не знаю	ไม่ทราบครับ	maithrapkhráp	Используй как короткую реплику; детали и объяснение держи отдельно.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_01	NEW_course_long_4_wave2_01	add	phrase	9	Где арендовать?	เช่าที่ไหนครับ	chaothinaikhráp	Ask for the rental point before discussing price or documents.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_02	NEW_course_long_4_wave2_02	add	phrase	10	На сколько дней?	กี่วันครับ	kiwankhráp	Keep duration separate from deposit and insurance.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_03	NEW_course_long_4_wave2_03	add	phrase	11	Какие документы нужны?	ต้องใช้เอกสารอะไรครับ	tongchaieksanaraikhráp	Ask what is required; do not guess legal eligibility.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_04	NEW_course_long_4_wave2_04	add	phrase	12	Шлем есть?	มีหมวกกันน็อกไหมครับ	mimuakkannkmaikhrap	Check safety equipment before taking the vehicle.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_05	NEW_course_long_4_wave2_05	add	phrase	13	Здесь уже царапина	ตรงนี้มีรอยอยู่แล้วครับ	tranganimiroiyulaeokhráp	Point to existing damage and take a photo.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_06	NEW_course_long_4_wave2_06	add	phrase	14	Байк не едет	รถสตาร์ตไม่ติดครับ	rotsatatmaititkhráp	Report the failure directly; do not diagnose.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_07	NEW_course_long_4_wave2_07	add	phrase	15	Я попал в аварию	ผมเกิดอุบัติเหตุครับ	phom chankoetubatihetukhráp	Use only as a first signal; safety and emergency flow follows.			native_review_required
course_long_4	course_long_4_l1	NEW_course_long_4_wave2_08	NEW_course_long_4_wave2_08	add	phrase	16	Ключ не работает	กุญแจใช้ไม่ได้ครับ	kunchaechaimaidaikhráp	Short problem report at return or pickup.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_01	NEW_course_long_2_wave2_01	add	phrase	11	Мне нужен счёт	ต้องการเปิดบัญชีครับ	tongkanpoetbanchikhráp	Ask for the service first; eligibility is a separate question.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_02	NEW_course_long_2_wave2_02	add	phrase	12	Какая комиссия?	ค่าธรรมเนียมเท่าไหร่ครับ	khatamniamthaoraikhráp	Ask before confirming a transfer.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_03	NEW_course_long_2_wave2_03	add	phrase	13	Хочу перевести деньги	ต้องการโอนเงินครับ	tongkanonngoenkhráp	One action; amount and recipient come separately.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_04	NEW_course_long_2_wave2_04	add	phrase	14	Где банкомат?	ตู้เอทีเอ็มอยู่ที่ไหนครับ	tuethiemyuthinaikhráp	Use for location, not for banking advice.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_05	NEW_course_long_2_wave2_05	add	phrase	15	Перевод не прошёл	โอนไม่สำเร็จครับ	onmaisamretkhráp	State the failure before showing the screen.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_06	NEW_course_long_2_wave2_06	add	phrase	16	Сумма неправильная	จำนวนเงินไม่ถูกต้องครับ	chamnuanngoenmaithuktongkhráp	Separate wrong amount from wrong recipient.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_07	NEW_course_long_2_wave2_07	add	phrase	17	Карта не работает	บัตรใช้ไม่ได้ครับ	batnchaimaidaikhráp	Ask staff for the next step; avoid guessing the cause.			native_review_required
course_long_2	course_long_2_l1	NEW_course_long_2_wave2_08	NEW_course_long_2_wave2_08	add	phrase	18	Проверьте, пожалуйста	ช่วยตรวจสอบให้หน่อยครับ	chuaitruatsophainoikhráp	Close the interaction after showing the transaction.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_01	NEW_course_long_3_wave2_01	add	phrase	9	Мне нужна запись к врачу	ขอนัดพบแพทย์ครับ	khonatppphaetkhrap	Start with the appointment action.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_02	NEW_course_long_3_wave2_02	add	phrase	10	Результат готов?	ผลออกหรือยังครับ	phonokrueyangkhráp	Ask about status, not diagnosis.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_03	NEW_course_long_3_wave2_03	add	phrase	11	Это покрывает страховка?	ประกันครอบคลุมไหมครับ	prakankhropklummaikhráp	Coverage rules must remain a note, not a promise.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_04	NEW_course_long_3_wave2_04	add	phrase	12	Сначала платить?	ต้องจ่ายก่อนหรือครับ	tongchaikonruekhráp	Ask the payment sequence before treatment.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_05	NEW_course_long_3_wave2_05	add	phrase	13	Это лекарство?	นี่คือยาหรือครับ	nikhueyaruekhráp	Confirm the object; dosage is a separate card and QA topic.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_06	NEW_course_long_3_wave2_06	add	phrase	14	У меня аллергия на это	ผมแพ้สิ่งนี้ครับ	phom chanphaesingnikhráp	Name the allergen separately when possible.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_07	NEW_course_long_3_wave2_07	add	phrase	15	Это не мой результат	นี่ไม่ใช่ผลของผมครับ	nimaichaiphonkhongphom chankhráp	Report a mismatch before asking for correction.			native_review_required
course_long_3	course_long_3_l1	NEW_course_long_3_wave2_08	NEW_course_long_3_wave2_08	add	phrase	16	Что дальше?	ต่อไปทำอะไรครับ	topaithamaraikhráp	Ask for one next action only.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_01	NEW_course_e_2_wave2_01	add	phrase	9	Помогите проверить	ช่วยตรวจให้หน่อยครับ	chuaitruathainoikhrap	General workplace help request; task follows separately.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_02	NEW_course_e_2_wave2_02	add	phrase	10	Когда будет готова задача?	งานจะเสร็จเมื่อไหร่ครับ	nganchasertmuearaikhrap	Ask about one deliverable.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_03	NEW_course_e_2_wave2_03	add	phrase	11	Ещё не готово	ยังไม่เสร็จครับ	yangmaisertkhrap	State status without blame.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_04	NEW_course_e_2_wave2_04	add	phrase	12	Можно по-другому?	ทำแบบอื่นได้ไหมครับ	thambaepuendaimaikhráp	Ask for an alternative instead of arguing.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_05	NEW_course_e_2_wave2_05	add	phrase	13	Что нужно сделать?	ต้องทำอะไรครับ	tongthamaraikhrap	Request the next action.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_06	NEW_course_e_2_wave2_06	add	phrase	14	Напомню позже	เดี๋ยวผมเตือนอีกครั้งครับ	diaophom chantueanikkrangkhráp	Keep reminders short and non-accusatory.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_07	NEW_course_e_2_wave2_07	add	phrase	15	Это не тот файл	นี่ไม่ใช่ไฟล์ที่ต้องการครับ	nimaichaifaithitongkankhrap	Correct the object before explaining the entire history.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_08	NEW_course_e_2_wave2_08	add	phrase	16	Понял	เข้าใจแล้วครับ	khaochailaewkhráp	Коротко подтвердить, что понял задачу.			native_review_required
course_e_2	course_e_2_l1	NEW_course_e_2_wave2_08__part_2	NEW_course_e_2_wave2_08	add	phrase	17	Я понял.	เข้าใจแล้วครับ	khâo-jai láeo khráp	Подтверди, что понял инструкцию.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_01	NEW_course_s_1_wave2_01	add	phrase	9	Опубликовать сейчас?	โพสต์ตอนนี้ไหมครับ	phottonnimaikhráp	Separate posting from caption editing.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_02	NEW_course_s_1_wave2_02	add	phrase	10	Как подписать?	เขียนแคปชันว่าอะไรดีครับ	khiankhaepchanwaaraidikhráp	Ask for a caption idea, not a full strategy lesson.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_03	NEW_course_s_1_wave2_03	add	phrase	11	Спасибо за комментарий	ขอบคุณสำหรับคอมเมนต์ครับ	khopkhunsamrapkhommenkhráp	Simple public reply.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_04	NEW_course_s_1_wave2_04	add	phrase	12	Отвечу позже	เดี๋ยวตอบทีหลังครับ	diaotopthilangkhráp	Useful when a reply needs time.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_05	NEW_course_s_1_wave2_05	add	phrase	13	Это не тот пост	ไม่ใช่โพสต์นี้ครับ	maichaiphotnikhráp	Repair a posting mistake with one clear phrase.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_06	NEW_course_s_1_wave2_06	add	phrase	14	Удалить пост?	ลบโพสต์ไหมครับ	lopphotmaikhráp	Confirm before deleting; platform action is separate.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_07	NEW_course_s_1_wave2_07	add	phrase	15	Я не могу войти в приложение	เข้าแอปไม่ได้ครับ	khaoaepmaidaikhrap	State access failure before troubleshooting.			native_review_required
course_s_1	course_s_1_l1	NEW_course_s_1_wave2_08	NEW_course_s_1_wave2_08	add	phrase	16	Не отмечайте меня	ไม่ต้องแท็กผมครับ	mataingthaekaphomkhrap	Practical consent или boundary phrase for social content.			native_review_required
course_l_3	course_l_3_l1	NEW_course_l_3_remaining_01	NEW_course_l_3_remaining_01	add	phrase	10	Сколько стоит этот товар?	ของชิ้นนี้ราคาเท่าไหร่ครับ	khongchinnirakhathaoraikhrap	Ask price before bargaining.			native_review_required
course_l_3	course_l_3_l1	NEW_course_l_3_remaining_02	NEW_course_l_3_remaining_02	add	phrase	11	Скидка будет?	ลดได้ไหมครับ	lotdaimaikhráp	Bargaining belongs here, not Shop.			native_review_required
course_l_3	course_l_3_l1	NEW_course_l_3_remaining_03	NEW_course_l_3_remaining_03	add	phrase	12	Дайте два	เอาสองอันครับ	aosongankhráp	Quantity is separate from price.			native_review_required
course_l_3	course_l_3_l1	NEW_course_l_3_remaining_04	NEW_course_l_3_remaining_04	add	phrase	13	На кассе другая сумма.	ยอดเงินที่แคชเชียร์ไม่ตรงครับ	yɔ̂ɔt ngoen thîi khaet-chîa mâi dtrong khráp	Сообщи, что итоговая сумма на кассе неверна.			native_review_required
course_l_4	course_l_4_l1	NEW_course_l_4_remaining_01	NEW_course_l_4_remaining_01	add	phrase	11	Это блюдо, пожалуйста	เอาจานนี้ครับ	aochannikhráp	Point to the dish; keep the request short.			native_review_required
course_l_4	course_l_4_l1	NEW_course_l_4_remaining_02	NEW_course_l_4_remaining_02	add	phrase	12	Не остро	ไม่เผ็ดครับ	maiphetkhráp	Say before cooking starts.			native_review_required
course_l_4	course_l_4_l1	NEW_course_l_4_remaining_03	NEW_course_l_4_remaining_03	add	phrase	13	Не хватает этого	ขาดอันนี้ครับ	khatannikhráp	Use for a missing dish or addition.			native_review_required
course_l_4	course_l_4_l1	NEW_course_l_4_remaining_04	NEW_course_l_4_remaining_04	add	phrase	14	Это не мой заказ	ไม่ใช่ออเดอร์ของผมครับ	maichaiodoekhongphom chankhráp	Correct the order before explaining.			native_review_required
course_l_6	course_l_6_l1	NEW_course_l_6_remaining_01	NEW_course_l_6_remaining_01	add	phrase	10	Нужно починить	ต้องซ่อมครับ	tongsomkhráp	Start the repair request; object follows separately.			native_review_required
course_l_6	course_l_6_l1	NEW_course_l_6_remaining_02	NEW_course_l_6_remaining_02	add	phrase	11	Я не могу войти в номер	เข้าห้องไม่ได้ครับ	khaoongmaidaikhrap	State access failure before troubleshooting.			native_review_required
course_l_6	course_l_6_l1	NEW_course_l_6_remaining_03	NEW_course_l_6_remaining_03	add	phrase	12	Ещё не починили	ยังไม่ซ่อมครับ	yangmaisomkhráp	Neutral status report.			native_review_required
course_l_6	course_l_6_l1	NEW_course_l_6_remaining_04	NEW_course_l_6_remaining_04	add	phrase	13	Позвоните мне по этому номеру.	โทรหาผมตามเบอร์นี้ด้วยครับ	thoo hǎa phǒm dtaam bəə níi dûai khráp	Оставь номер для связи.			native_review_required
course_l_7	course_l_7_l1	NEW_course_l_7_remaining_01	NEW_course_l_7_remaining_01	add	phrase	9	Где пляж?	ชายหาดอยู่ที่ไหนครับ	chaihatyuthinaikhráp	Location question only.			native_review_required
course_l_7	course_l_7_l1	NEW_course_l_7_remaining_02	NEW_course_l_7_remaining_02	add	phrase	10	Здесь безопасно?	ที่นี่ปลอดภัยไหมครับ	thiniplotphaimaikhráp	Ask before entering water or leaving belongings.			native_review_required
course_l_7	course_l_7_l1	NEW_course_l_7_remaining_03	NEW_course_l_7_remaining_03	add	phrase	11	Можно взять маску?	ขอยืมหน้ากากได้ไหมครับ	khoimnakakdaimaikhrap	Rental или use request; payment is separate.			native_review_required
course_l_7	course_l_7_l1	NEW_course_l_7_remaining_04	NEW_course_l_7_remaining_04	add	phrase	12	Волны сильные	คลื่นแรงครับ	khluenraengkhráp	Short warning; leave if needed.			native_review_required
course_l_10	course_l_10_l1	NEW_course_l_10_remaining_01	NEW_course_l_10_remaining_01	add	phrase	11	Хочу записаться на занятия	อยากสมัครเรียนครับ	yaksamakaiankhrap	Start with the action; schedule follows.			native_review_required
course_l_10	course_l_10_l1	NEW_course_l_10_remaining_02	NEW_course_l_10_remaining_02	add	phrase	12	Когда занятия?	เรียนเมื่อไหร่ครับ	rianmuearaikhráp	Ask schedule, not course quality.			native_review_required
course_l_10	course_l_10_l1	NEW_course_l_10_remaining_03	NEW_course_l_10_remaining_03	add	phrase	13	Перенести на завтра?	เลื่อนไปพรุ่งนี้ได้ไหมครับ	lueanpaiphrungnidaimaikhráp	One date change per card.			native_review_required
course_l_10	course_l_10_l1	NEW_course_l_10_remaining_04	NEW_course_l_10_remaining_04	add	phrase	14	Где материалы?	เอกสารอยู่ที่ไหนครับ	eksanyuthinaikhráp	Ask for the learning material directly.			native_review_required
course_l_11	course_l_11_l1	NEW_course_l_11_remaining_01	NEW_course_l_11_remaining_01	add	phrase	10	Фестиваль в какой день?	เทศกาลจัดวันไหนครับ	thêet-sà-gaan jàt wan nǎi khráp	Спроси, в какой день проходит фестиваль.			native_review_required
course_l_11	course_l_11_l1	NEW_course_l_11_remaining_02	NEW_course_l_11_remaining_02	add	phrase	11	Можно присоединиться?	เข้าร่วมได้ไหมครับ	khaoruamdaimaikhráp	Ask before joining a local activity.			native_review_required
course_l_11	course_l_11_l1	NEW_course_l_11_remaining_03	NEW_course_l_11_remaining_03	add	phrase	12	Можно фотографировать?	ถ่ายรูปได้ไหมครับ	thairupdaimaikhráp	Ask before taking photos.			native_review_required
course_l_11	course_l_11_l1	NEW_course_l_11_remaining_04	NEW_course_l_11_remaining_04	add	phrase	13	Я пойду	ผมไปก่อนนะครับ	phom chanpaikonnakhráp	Polite short exit.			native_review_required
course_l_12	course_l_12_l1	NEW_course_l_12_remaining_01	NEW_course_l_12_remaining_01	add	phrase	10	Я имею в виду…	หมายถึง…ครับ	maithueng…khráp	Repair meaning without a long explanation.			native_review_required
course_l_12	course_l_12_l1	NEW_course_l_12_remaining_02	NEW_course_l_12_remaining_02	add	phrase	11	Не так	ไม่ใช่แบบนั้นครับ	maichaibaepnankhráp	Correct the interpretation first.			native_review_required
course_l_12	course_l_12_l1	NEW_course_l_12_remaining_03	NEW_course_l_12_remaining_03	add	phrase	12	Оплата не прошла	จ่ายไม่สำเร็จครับ	chaimaisamretkhráp	State failure before retrying.			native_review_required
course_l_12	course_l_12_l1	NEW_course_l_12_remaining_04	NEW_course_l_12_remaining_04	add	phrase	13	Так правильно?	แบบนี้ถูกไหมครับ	baepnithukmaikhráp	Confirm one interpretation.			native_review_required
course_l_13	course_l_13_l1	NEW_course_l_13_remaining_01	NEW_course_l_13_remaining_01	add	phrase	9	Хочу записаться к мастеру	อยากนัดช่างครับ	yaknatchangkhrap	Appointment action only.			native_review_required
course_l_13	course_l_13_l1	NEW_course_l_13_remaining_02	NEW_course_l_13_remaining_02	add	phrase	10	Когда заказ будет у вас?	ออเดอร์จะถึงคุณเมื่อไหร่ครับ	ɔɔ-də̂ə jà thʉ̌ng khun mûea-rài khráp	Спроси, когда заказ прибудет к получателю.			native_review_required
course_l_13	course_l_13_l1	NEW_course_l_13_remaining_03	NEW_course_l_13_remaining_03	add	phrase	11	Когда закончите?	จะเสร็จเมื่อไหร่ครับ	chasertmuearaikhrap	Ask completion status.			native_review_required
course_l_13	course_l_13_l1	NEW_course_l_13_remaining_04	NEW_course_l_13_remaining_04	add	phrase	12	Это не та деталь	นี่ไม่ใช่อะไหล่ที่ต้องการครับ	nimaichaialaithitongkankhrap	Point to the mismatch.			native_review_required
course_l_14	course_l_14_l1	NEW_course_l_14_remaining_01	NEW_course_l_14_remaining_01	add	phrase	10	Где заказ?	ออเดอร์อยู่ที่ไหนครับ	odoeyuthinaikhráp	Ask status before blaming the courier.			native_review_required
course_l_14	course_l_14_l1	NEW_course_l_14_remaining_02	NEW_course_l_14_remaining_02	add	phrase	11	Когда привезут?	จะมาส่งเมื่อไหร่ครับ	chamasongmuearaikhráp	Delivery time only.			native_review_required
course_l_14	course_l_14_l1	NEW_course_l_14_remaining_03	NEW_course_l_14_remaining_03	add	phrase	12	Товар не тот	ของไม่ใช่อันนี้ครับ	khongmaichaiannikhráp	Keep wrong item separate from refund.			native_review_required
course_l_14	course_l_14_l1	NEW_course_l_14_remaining_04	NEW_course_l_14_remaining_04	add	phrase	13	Не хватает одного	ขาดไปหนึ่งชิ้นครับ	khatpainuengchinkhráp	Count the missing item.			native_review_required
course_l_15	course_l_15_l1	NEW_course_l_15_remaining_01	NEW_course_l_15_remaining_01	add	phrase	10	Счёт, пожалуйста	เช็กบิลด้วยครับ	chekbinduaikhráp	Hospitality bill owner; not generic finance.			native_review_required
course_l_15	course_l_15_l1	NEW_course_l_15_remaining_02	NEW_course_l_15_remaining_02	add	phrase	11	У меня есть купон	มีคูปองครับ	mikhupongkhráp	Show the coupon after stating it.			native_review_required
course_l_15	course_l_15_l1	NEW_course_l_15_remaining_03	NEW_course_l_15_remaining_03	add	phrase	12	У меня есть карта участника	ผมมีบัตรสมาชิกครับ	phom mi bat samachik khráp	Покажи карту участника до оплаты, чтобы применили скидку или бонус.			native_review_required
course_l_15	course_l_15_l1	NEW_course_l_15_remaining_04	NEW_course_l_15_remaining_04	add	phrase	13	Мне не нужна скидка.	ผมไม่รับส่วนลดครับ	phǒm mâi ráp sùan-lót khráp	Откажись от скидки или дополнительного предложения.			native_review_required
course_e_1	course_e_1_l1	NEW_course_e_1_remaining_01	NEW_course_e_1_remaining_01	add	phrase	10	Ещё раз, пожалуйста	ขออีกครั้งครับ	khoikkrangkhráp	Canonical repair phrase.			native_review_required
course_e_1	course_e_1_l1	NEW_course_e_1_remaining_02	NEW_course_e_1_remaining_02	add	phrase	11	Медленнее, пожалуйста	พูดช้าลงหน่อยครับ	phutchalongnoikhráp	Use before asking another question.			native_review_required
course_e_1	course_e_1_l1	NEW_course_e_1_remaining_03	NEW_course_e_1_remaining_03	add	phrase	12	Я понял	เข้าใจแล้วครับ	khaochailaeokhrap	Confirm understanding.			native_review_required
course_e_1	course_e_1_l1	NEW_course_e_1_remaining_04	NEW_course_e_1_remaining_04	add	phrase	13	Я не понял	ไม่เข้าใจครับ	maikhaochaikhrap	Repair phrase, not a complaint.			native_review_required
course_e_4	course_e_4_l1	NEW_course_e_4_remaining_01	NEW_course_e_4_remaining_01	add	phrase	10	Извините	ขอโทษครับ	khothotkhrap	Keep apology separate from explanation.			native_review_required
course_e_4	course_e_4_l1	NEW_course_e_4_remaining_02	NEW_course_e_4_remaining_02	add	phrase	11	Давайте спокойно	ค่อยๆคุยกันครับ	khoikhuikankhráp	De-escalate before solving.			native_review_required
course_e_4	course_e_4_l1	NEW_course_e_4_remaining_03	NEW_course_e_4_remaining_03	add	phrase	12	Что случилось?	เกิดอะไรขึ้นครับ	koetaraikhuenkhráp	Ask for facts, not blame.			native_review_required
course_e_4	course_e_4_l1	NEW_course_e_4_remaining_04	NEW_course_e_4_remaining_04	add	phrase	13	Я вернусь позже	เดี๋ยวกลับมาคุยทีหลังครับ	diaoklapmakhuithilangkhráp	Safe pause when discussion escalates.			native_review_required
course_e_5	course_e_5_l1	NEW_course_e_5_remaining_01	NEW_course_e_5_remaining_01	add	phrase	7	Всё хорошо?	ทุกอย่างโอเคไหมครับ	thukoingokhemaikhrap	Check the situation directly.			native_review_required
course_e_5	course_e_5_l1	NEW_course_e_5_remaining_02	NEW_course_e_5_remaining_02	add	phrase	8	Не надо	ไม่ต้องครับ	mataingkhráp	Short boundary; context stays in note.			native_review_required
course_e_5	course_e_5_l1	NEW_course_e_5_remaining_03	NEW_course_e_5_remaining_03	add	phrase	9	Хорошо	ได้ครับ	daikhrap	Confirm a simple agreement.			native_review_required
course_e_5	course_e_5_l1	NEW_course_e_5_remaining_04	NEW_course_e_5_remaining_04	add	phrase	10	Всё хорошо	ทุกอย่างโอเคครับ	thukoingokhekhrap	Close a minor misunderstanding.			native_review_required
course_e_6	course_e_6_l1	NEW_course_e_6_remaining_01	NEW_course_e_6_remaining_01	add	phrase	10	Где анкета?	แบบฟอร์มอยู่ที่ไหนครับ	baepfomyuthinaikhráp	Ask location before filling.			native_review_required
course_e_6	course_e_6_l1	NEW_course_e_6_remaining_02	NEW_course_e_6_remaining_02	add	phrase	11	Вот мой паспорт	นี่คือพาสปอร์ตของผมครับ	nikhuephatpotkhongphom chankhráp	Hand over one document at a time.			native_review_required
course_e_6	course_e_6_l1	NEW_course_e_6_remaining_03	NEW_course_e_6_remaining_03	add	phrase	12	Сколько платить?	ต้องจ่ายเท่าไหร่ครับ	tongchaithaoraikhráp	Ask fee before payment.			native_review_required
course_e_6	course_e_6_l1	NEW_course_e_6_remaining_04	NEW_course_e_6_remaining_04	add	phrase	13	Когда срок?	หมดเขตเมื่อไหร่ครับ	madakhetmuearaikhráp	Ask deadline, not legal advice.			native_review_required
course_s_2	course_s_2_l1	NEW_course_s_2_remaining_01	NEW_course_s_2_remaining_01	add	phrase	10	Пойдёшь со мной?	ไปด้วยกันไหมครับ	paiduaikanmaikhráp	Light invitation only.			native_review_required
course_s_2	course_s_2_l1	NEW_course_s_2_remaining_02	NEW_course_s_2_remaining_02	add	phrase	11	Можно с вами?	ขอไปด้วยได้ไหมครับ	khopaiduaidaimaikhráp	Ask to join an activity.			native_review_required
course_s_2	course_s_2_l1	NEW_course_s_2_remaining_03	NEW_course_s_2_remaining_03	add	phrase	12	В другой раз	ไว้ครั้งหน้านะครับ	waikhrangnanakhráp	Soft decline without excuse.			native_review_required
course_s_2	course_s_2_l1	NEW_course_s_2_remaining_04	NEW_course_s_2_remaining_04	add	phrase	13	Во сколько?	กี่โมงครับ	kimongkhráp	Time question stays contextual.			native_review_required
course_s_3	course_s_3_l1	NEW_course_s_3_remaining_01	NEW_course_s_3_remaining_01	add	phrase	9	Это шутка?	ล้อเล่นใช่ไหมครับ	lolenchaimaikhráp	Check tone before reacting.			native_review_required
course_s_3	course_s_3_l1	NEW_course_s_3_remaining_02	NEW_course_s_3_remaining_02	add	phrase	10	Что это значит?	หมายความว่าอะไรครับ	maikwamwaaraikhráp	Ask meaning directly.			native_review_required
course_s_3	course_s_3_l1	NEW_course_s_3_remaining_03	NEW_course_s_3_remaining_03	add	phrase	11	Серьёзно?	จริงเหรอครับ	chringerokhráp	One reaction, not a dialogue.			native_review_required
course_s_3	course_s_3_l1	NEW_course_s_3_remaining_04	NEW_course_s_3_remaining_04	add	phrase	12	Понятно	เข้าใจแล้วครับ	khaochailaeokhrap	Neutral exit when context is unclear.			native_review_required
course_s_4	course_s_4_l1	NEW_course_s_4_remaining_01	NEW_course_s_4_remaining_01	add	phrase	10	Во сколько практика?	ฝึกกี่โมงครับ	fuekkimongkhráp	Ask schedule before participation.			native_review_required
course_s_4	course_s_4_l1	NEW_course_s_4_remaining_02	NEW_course_s_4_remaining_02	add	phrase	11	Где зал?	ห้องอยู่ที่ไหนครับ	ongyuthinaikhráp	Navigation question only.			native_review_required
course_s_4	course_s_4_l1	NEW_course_s_4_remaining_03	NEW_course_s_4_remaining_03	add	phrase	12	Можно войти?	เข้าได้ไหมครับ	khaodaimaikhráp	Ask before entering a quiet space.			native_review_required
course_s_4	course_s_4_l1	NEW_course_s_4_remaining_04	NEW_course_s_4_remaining_04	add	phrase	13	Я закончил	เสร็จแล้วครับ	sertlaeokhrap	Signal completion and leave calmly.			native_review_required
course_s_5	course_s_5_l1	NEW_course_s_5_remaining_01	NEW_course_s_5_remaining_01	add	phrase	11	Ты свободен?	ว่างไหมครับ	wangmaikhráp	Simple invitation context.			native_review_required
course_s_5	course_s_5_l1	NEW_course_s_5_remaining_02	NEW_course_s_5_remaining_02	add	phrase	12	Пойдём вместе?	ไปด้วยกันไหมครับ	paiduaikanmaikhráp	Invitation, not relationship promise.			native_review_required
